c Esto es un archivo con instancias para grafos. 
p did 150
e 22 93 54.8489457895
e 22 94 216.709344977
e 22 95 246.868737859
e 22 96 277.3666978
e 22 97 30.7035291722
e 22 98 275.731206054
e 22 99 208.374092223
e 22 100 290.279653456
e 22 101 266.35216314
e 22 102 218.13312508
e 22 103 224.393787792
e 22 104 49.903526306
e 22 105 200.03635248
e 22 106 174.711924206
e 22 107 166.695509975
e 22 108 272.782520171
e 22 109 162.824132051
e 22 110 158.263654059
e 22 111 51.0242004648
e 22 112 200.943953239
e 22 113 240.913209383
e 22 114 66.3225604209
e 22 115 229.436179883
e 22 116 113.949219196
e 22 117 256.69693022
e 22 118 157.425235761
e 22 119 88.1112348385
e 22 120 256.907544907
e 22 121 239.169875904
e 22 122 286.427771156
e 22 123 271.706683711
e 22 124 30.5902717049
e 22 125 79.6244413411
e 22 126 188.840520323
e 22 127 257.070653217
e 22 128 81.7640183388
e 22 129 131.564001709
e 22 130 260.856714052
e 22 131 230.601676018
e 22 132 220.575839058
e 22 133 200.577039216
e 22 134 241.67870482
e 22 135 120.404056612
e 22 136 60.4669297344
e 22 137 249.207345082
e 22 138 72.6959742423
e 22 139 248.311460559
e 22 140 46.2110648108
e 22 141 201.050661838
e 22 142 74.1215908318
e 22 143 174.007399296
e 22 144 281.97383239
e 22 145 215.157098917
e 22 146 1.89070829081
e 22 147 20.7671293923
e 22 148 18.1324988477
e 22 149 105.033944542
e 23 24 157.109683892
e 23 25 30.4347502849
e 23 26 202.854148474
e 23 27 265.144301936
e 23 28 27.5960232948
e 23 29 291.513240728
e 23 30 79.0903427322
e 23 31 275.02893901
e 23 32 294.300566217
e 23 33 295.279408057
e 23 34 110.618783533
e 23 35 157.770229586
e 23 36 182.625073664
e 23 37 63.1107132081
e 23 38 189.363392837
e 23 39 238.73577712
e 23 40 285.337704903
e 23 41 156.084016077
e 23 42 160.07012843
e 23 43 158.441156998
e 23 44 208.514267131
e 23 45 220.567702691
e 23 46 67.350226029
e 23 47 150.307649454
e 23 48 134.665603216
e 23 49 212.307341428
e 23 50 95.8331228316
e 23 51 179.76024312
e 23 52 118.681664232
e 23 53 249.120965598
e 23 54 197.223164751
e 23 55 167.33246181
e 23 56 264.11776821
e 23 57 41.9540602721
e 23 58 151.480175619
e 23 59 236.796929301
e 23 60 289.442079087
e 23 61 155.869411729
e 23 62 225.82813238
e 23 63 66.4204893325
e 23 64 57.6403810605
e 23 65 120.630640706
e 23 66 261.065749691
e 23 67 248.881880148
e 23 68 299.548157355
e 23 69 206.834157348
e 23 70 149.459791366
e 23 71 173.842055086
e 23 72 199.885732257
e 23 73 132.266883861
e 23 74 278.789410623
e 23 75 206.46409985
e 23 76 213.734374489
e 23 77 78.0193127149
e 23 78 292.616989939
e 23 79 274.028347287
e 23 80 199.424370062
e 23 81 264.113640055
e 23 82 171.231444586
e 23 83 96.2366255705
e 23 84 268.610973233
e 23 85 223.709422783
e 23 86 243.583733303
e 23 87 204.784760752
e 23 88 58.0284835976
e 23 89 191.766799507
e 23 90 89.4924111961
e 23 91 168.249239563
e 23 92 293.751771864
e 23 93 231.254413478
e 23 94 295.198352295
e 23 95 102.887865276
e 23 96 48.5170161102
e 23 97 227.620356897
e 23 98 25.4752620068
e 23 99 38.8469316506
e 23 100 15.6290960341
e 23 101 154.402290279
e 23 102 170.951483363
e 23 103 136.080703543
e 23 104 170.216916101
e 23 105 23.6421397365
e 23 106 247.619772584
e 23 107 199.602132482
e 23 108 169.299388698
e 23 109 39.7140230619
e 23 110 152.752122746
e 23 111 278.234139591
e 23 112 155.142993739
e 23 113 266.259309706
e 23 114 291.548164365
e 23 115 144.994722389
e 23 116 41.8563669589
e 23 117 136.63797192
e 23 118 134.591110629
e 23 119 214.078543201
e 23 120 205.061917594
e 23 121 164.103228132
e 23 122 29.5437046185
e 23 123 122.125819965
e 23 124 38.0275784451
e 23 125 278.320642742
e 23 126 129.057439483
e 23 127 256.410608934
e 23 128 141.067939578
e 23 129 267.860426067
e 23 130 41.6960942571
e 23 131 99.5889825382
e 23 132 15.3780741103
e 23 133 269.481562004
e 23 134 57.9757967334
e 23 135 80.9352255333
e 23 136 237.619300931
e 23 137 29.3912718738
e 23 138 88.3776667967
e 23 139 65.7846387829
e 23 140 137.486512208
e 23 141 105.657961296
e 23 142 278.61923216
e 23 143 233.102019419
e 23 144 102.593917285
e 23 145 229.480774621
e 23 146 173.647503568
e 23 147 56.8082714304
e 23 148 128.582551198
e 23 149 168.217279505
e 24 25 247.385373435
e 24 26 165.837221558
e 24 27 242.19813954
e 24 28 172.762175753
e 24 29 90.7675472299
e 24 30 226.35514447
e 24 31 182.005210924
e 24 32 278.958841309
e 24 33 110.986289664
e 24 34 239.705434074
e 24 35 70.3231785427
e 24 36 132.362622959
e 24 37 50.6328683636
e 24 38 284.704575218
e 24 39 114.554128214
e 24 40 29.2490040092
e 24 41 7.87335533506
e 24 42 190.445493906
e 24 43 264.955174883
e 24 44 58.9902647671
e 24 45 165.096416179
e 24 46 150.279811486
e 24 47 221.617561248
e 24 48 89.8948868878
e 24 49 17.7539590341
e 24 50 269.802120897
e 24 51 285.273759164
e 24 52 276.150117948
e 24 53 91.4849536942
e 24 54 199.115529322
e 24 55 219.932588396
e 24 56 9.24537971982
e 24 57 64.0928966499
e 24 58 9.80797932579
e 24 59 122.522442059
e 24 60 138.597243793
e 24 61 34.7384781364
e 24 62 13.5759221841
e 24 63 221.359171977
e 24 64 279.850010383
e 24 65 129.310942138
e 24 66 289.320611258
e 24 67 213.68431979
e 24 68 195.745764009
e 24 69 159.107789145
e 24 70 29.4277579499
e 24 71 103.884556908
e 24 72 281.393525397
e 24 73 17.6092533142
e 24 74 259.438691488
e 24 75 280.707555928
e 24 76 100.456017199
e 24 77 282.942302404
e 24 78 53.7741960674
e 24 79 115.30051331
e 24 80 14.4785248214
e 24 81 284.316939778
e 24 82 17.6638375946
e 24 83 181.287148928
e 24 84 285.38223488
e 24 85 194.860700743
e 24 86 47.0530222881
e 24 87 256.530449812
e 24 88 166.649999713
e 24 89 136.972516534
e 24 90 120.006641951
e 24 91 2.72962821056
e 24 92 266.088921346
e 24 93 240.045625592
e 24 94 285.889781984
e 24 95 261.499749845
e 24 96 116.857635782
e 24 97 7.02889887452
e 24 98 43.7887363723
e 24 99 158.971412384
e 24 100 154.037245441
e 24 101 295.47570335
e 24 102 63.146365178
e 24 103 224.317742602
e 24 104 296.041177911
e 24 105 244.626408058
e 24 106 194.530105505
e 24 107 245.712009618
e 24 108 172.590806915
e 24 109 246.229365864
e 24 110 44.4037993952
e 24 111 252.923087858
e 24 112 75.1164003531
e 24 113 165.412477349
e 24 114 80.9317348414
e 24 115 252.279530822
e 24 116 246.891481793
e 24 117 115.497629031
e 24 118 32.3979400459
e 24 119 227.540261012
e 24 120 68.7233984421
e 24 121 84.6400217491
e 24 122 87.2314057854
e 24 123 114.38738733
e 24 124 204.767540186
e 24 125 96.2748962817
e 24 126 79.2951901051
e 24 127 10.9674467198
e 24 128 216.836461824
e 24 129 215.217134677
e 24 130 261.168594257
e 24 131 106.761625317
e 24 132 99.0280768248
e 24 133 54.4058037027
e 24 134 153.045909926
e 24 135 285.495433738
e 24 136 261.00814325
e 24 137 167.133995494
e 24 138 114.152076407
e 24 139 236.222148684
e 24 140 162.51222353
e 24 141 245.93393483
e 24 142 47.7512493144
e 24 143 28.9546592356
e 24 144 277.387610018
e 24 145 41.9491759277
e 24 146 153.695474465
e 24 147 223.384354231
e 24 148 110.455855805
e 24 149 36.0414904259
e 25 26 212.975342732
e 25 27 266.534580845
e 25 28 143.605073933
e 25 29 107.281465301
e 25 30 40.3295098186
e 25 31 154.40814972
e 25 32 185.533425675
e 25 33 254.223452287
e 25 34 162.834413642
e 25 35 295.746113049
e 25 36 152.943678948
e 25 37 149.065956274
e 25 38 207.81765509
e 25 39 277.877172667
e 25 40 237.929626281
e 25 41 0.959784172956
e 25 42 139.107473462
e 25 43 203.939218943
e 25 44 265.736116439
e 25 45 68.1836747877
e 25 46 149.590725817
e 25 47 170.125603532
e 25 48 26.0328150876
e 25 49 146.410529255
e 25 50 225.944161205
e 25 51 252.808904336
e 25 52 51.8394972738
e 25 53 279.738155861
e 25 54 288.175033253
e 25 55 150.192889772
e 25 56 274.93193435
e 25 57 77.9933135531
e 25 58 242.741051943
e 25 59 52.5165363088
e 25 60 121.312469236
e 25 61 189.011566405
e 25 62 30.7880521443
e 25 63 241.501868081
e 25 64 277.823501121
e 25 65 100.304553889
e 25 66 213.074347791
e 25 67 165.659235679
e 25 68 188.186151066
e 25 69 246.958547582
e 25 70 133.425887742
e 25 71 249.756270386
e 25 72 296.068114404
e 25 73 172.244421366
e 25 74 47.0358653995
e 25 75 293.159847975
e 25 76 12.5645589042
e 25 77 50.7073189449
e 25 78 5.26928958073
e 25 79 105.554754068
e 25 80 167.705902144
e 25 81 10.8908806633
e 25 82 153.053045633
e 25 83 175.293711036
e 25 84 178.683172894
e 25 85 175.496557524
e 25 86 5.84608916043
e 25 87 69.3558177756
e 25 88 257.82078305
e 25 89 95.5505161884
e 25 90 63.9466842755
e 25 91 76.6193561422
e 25 92 64.2032214117
e 25 93 27.198238521
e 25 94 125.459472185
e 25 95 191.241177228
e 25 96 128.068371936
e 25 97 188.24492909
e 25 98 49.9143202009
e 25 99 124.560403429
e 25 100 255.113757522
e 25 101 221.666356637
e 25 102 90.1163707393
e 25 103 47.8097872829
e 25 104 25.267790301
e 25 105 135.251770432
e 25 106 82.8081361859
e 25 107 187.273243504
e 25 108 152.826678584
e 25 109 143.840299057
e 25 110 245.775271281
e 25 111 122.504413052
e 25 112 173.233499621
e 25 113 155.806165186
e 25 114 114.496338108
e 25 115 93.9997950722
e 25 116 64.5803860961
e 25 117 147.142385789
e 25 118 298.015486156
e 25 119 183.44904094
e 25 120 205.198505214
e 25 121 236.074555328
e 25 122 260.86894023
e 25 123 298.724039584
e 25 124 11.4894464738
e 25 125 109.874162154
e 25 126 202.716047369
e 25 127 10.7192215772
e 25 128 166.084714946
e 25 129 218.564587288
e 25 130 237.440267948
e 25 131 190.717422358
e 25 132 195.157210674
e 25 133 277.937104284
e 25 134 69.9292471438
e 25 135 257.611862772
e 25 136 182.669977146
e 25 137 118.215500308
e 25 138 228.582103326
e 25 139 183.614892372
e 25 140 89.3295112917
e 25 141 67.9717244044
e 25 142 148.576119011
e 25 143 103.568637187
e 25 144 254.371209355
e 25 145 150.923658501
e 25 146 51.1791249008
e 25 147 97.6453877071
e 25 148 23.1836233317
e 25 149 178.711200798
e 26 27 39.0384880901
e 26 28 197.227233036
e 26 29 268.97035895
e 26 30 152.364980445
e 26 31 43.6880179094
e 26 32 147.444553203
e 26 33 69.9024949487
e 26 34 112.899295736
e 26 35 116.253601236
e 26 36 80.7513205114
e 26 37 183.09866929
e 26 38 261.287153133
e 26 39 193.333818076
e 26 40 91.7913781976
e 26 41 100.980765935
e 26 42 46.80500002
e 26 43 160.875364206
e 26 44 133.299294561
e 26 45 293.989687394
e 26 46 255.23936373
e 26 47 75.832074487
e 26 48 226.151108718
e 26 49 207.802946305
e 26 50 240.851590831
e 26 51 209.51435125
e 26 52 60.4903756642
e 26 53 132.470262544
e 26 54 288.990331365
e 26 55 82.3250499394
e 26 56 85.4491888452
e 26 57 188.532960899
e 26 58 115.095929493
e 26 59 214.129012393
e 26 60 11.0654509471
e 26 61 227.369511448
e 26 62 280.294158434
e 26 63 269.46445301
e 26 64 167.662126074
e 26 65 282.243040611
e 26 66 229.155136689
e 26 67 215.360077792
e 26 68 285.920414396
e 26 69 116.718955386
e 26 70 296.592440386
e 26 71 259.368955783
e 26 72 129.906498431
e 26 73 272.229505049
e 26 74 240.954615885
e 26 75 115.894656292
e 26 76 97.9677822743
e 26 77 5.13396743511
e 26 78 216.458184957
e 26 79 162.284880362
e 26 80 69.8493541003
e 26 81 11.5299030033
e 26 82 266.263460771
e 26 83 208.814636455
e 26 84 110.055925843
e 26 85 23.1586473229
e 26 86 140.203761018
e 26 87 292.258054015
e 26 88 235.489425797
e 26 89 7.44345691984
e 26 90 182.766251961
e 26 91 146.136521981
e 26 92 266.874128053
e 26 93 249.681991242
e 26 94 25.0307012773
e 26 95 152.478359286
e 26 96 152.322281624
e 26 97 161.544040831
e 26 98 218.89382322
e 26 99 176.062684218
e 26 100 37.8603904511
e 26 101 287.616236809
e 26 102 286.82925475
e 26 103 173.521822541
e 26 104 147.285673471
e 26 105 287.617389341
e 26 106 100.168233597
e 26 107 21.6441765625
e 26 108 280.064717405
e 26 109 24.5635202522
e 26 110 44.6144285085
e 26 111 203.459201775
e 26 112 287.770876994
e 26 113 47.3747504067
e 26 114 249.539649424
e 26 115 10.0473029536
e 26 116 115.991977616
e 26 117 196.791422433
e 26 118 237.483198617
e 26 119 11.8712638644
e 26 120 22.6916758908
e 26 121 246.643425581
e 26 122 116.866721304
e 26 123 116.112382262
e 26 124 206.958411425
e 26 125 171.60686631
e 26 126 219.034429328
e 26 127 223.655987996
e 26 128 105.113795262
e 26 129 51.7880132311
e 26 130 287.754982044
e 26 131 53.8569244433
e 26 132 12.5469063541
e 26 133 254.611648971
e 26 134 128.372735575
e 26 135 31.6398365278
e 26 136 287.61397702
e 26 137 107.580089598
e 26 138 154.217779604
e 26 139 169.228079542
e 26 140 179.386630208
e 26 141 1.75043304711
e 26 142 182.709513529
e 26 143 282.106954318
e 26 144 293.735398094
e 26 145 0.678658013955
e 26 146 211.43208451
e 26 147 67.1952733516
e 26 148 112.229597406
e 26 149 53.3377326186
e 27 28 216.010783586
e 27 29 38.4110168579
e 27 30 49.703335791
e 27 31 288.688813253
e 27 32 155.8231352
e 27 33 276.817646945
e 27 34 142.884949511
e 27 35 157.384142169
e 27 36 182.534459573
e 27 37 74.4310406046
e 27 38 283.127364408
e 27 39 195.875195503
e 27 40 22.6622768135
e 27 41 195.320110332
e 27 42 36.0491580725
e 27 43 118.811112547
e 27 44 16.9507093085
e 27 45 163.100217263
e 27 46 197.125794289
e 27 47 242.781009548
e 27 48 237.099330792
e 27 49 184.320416135
e 27 50 76.6980951637
e 27 51 177.263670714
e 27 52 275.597396651
e 27 53 102.001053375
e 27 54 78.6010663937
e 27 55 247.121703382
e 27 56 106.646148077
e 27 57 179.520475368
e 27 58 279.728826197
e 27 59 201.46675867
e 27 60 246.948235444
e 27 61 193.121610743
e 27 62 91.8780027823
e 27 63 152.15801996
e 27 64 89.4632160482
e 27 65 149.218281512
e 27 66 43.5337786031
e 27 67 85.7189892684
e 27 68 157.361353131
e 27 69 40.9343535559
e 27 70 222.486647547
e 27 71 172.292712202
e 27 72 220.966920341
e 27 73 282.178869275
e 27 74 269.130622045
e 27 75 80.3121154624
e 27 76 77.0991976883
e 27 77 130.559285377
e 27 78 203.931296816
e 27 79 2.0290411182
e 27 80 232.26093391
e 27 81 144.979094693
e 27 82 45.1538762694
e 27 83 224.29472413
e 27 84 190.630724174
e 27 85 144.306277471
e 27 86 262.011230034
e 27 87 174.683329145
e 27 88 40.0455727192
e 27 89 291.837860182
e 27 90 243.169310981
e 27 91 164.071566059
e 27 92 224.645851878
e 27 93 244.751004459
e 27 94 148.31631309
e 27 95 81.818286799
e 27 96 250.381138589
e 27 97 295.125029297
e 27 98 68.8857747838
e 27 99 122.25870061
e 27 100 246.073981814
e 27 101 49.3135817197
e 27 102 75.3810553132
e 27 103 2.92899145504
e 27 104 150.2419793
e 27 105 185.559063678
e 27 106 80.9181352546
e 27 107 161.560430648
e 27 108 163.824821524
e 27 109 15.1301525998
e 27 110 265.000696658
e 27 111 183.473529135
e 27 112 275.04047131
e 27 113 163.379551499
e 27 114 138.224335587
e 27 115 87.4116463365
e 27 116 118.611179838
e 27 117 79.6467076893
e 27 118 281.112994026
e 27 119 20.0380625281
e 27 120 281.751484897
e 27 121 36.7899989901
e 27 122 42.5401136192
e 27 123 60.171330611
e 27 124 63.5383832518
e 27 125 5.72972066374
e 27 126 176.354433153
e 27 127 1.9376029883
e 27 128 274.528699762
e 27 129 74.231117261
e 27 130 5.27431049679
e 27 131 112.210619437
e 27 132 113.001195005
e 27 133 196.42040072
e 27 134 14.5826820665
e 27 135 195.492608591
e 27 136 182.969691417
e 27 137 285.064767053
e 27 138 205.750636457
e 27 139 129.48287681
e 27 140 117.417229061
e 27 141 76.446972892
e 27 142 161.515293777
e 27 143 10.2633786157
e 27 144 128.895285339
e 27 145 285.047276769
e 27 146 234.08510352
e 27 147 168.952908969
e 27 148 170.115063538
e 27 149 216.227301668
e 28 29 114.902200589
e 28 30 156.737858791
e 28 31 149.178551815
e 28 32 117.329706537
e 28 33 132.520078899
e 28 34 200.788919834
e 28 35 39.073930083
e 28 36 212.833230513
e 28 37 27.0566842705
e 28 38 195.380418542
e 28 39 179.062206063
e 28 40 270.276006911
e 28 41 197.531948991
e 28 42 90.8890418603
e 28 43 176.454926096
e 28 44 195.00042814
e 28 45 103.600806671
e 28 46 51.2059300099
e 28 47 44.911951342
e 28 48 12.1793545008
e 28 49 95.4598713758
e 28 50 184.952721869
e 28 51 185.98267072
e 28 52 0.0345597071976
e 28 53 272.404694155
e 28 54 95.5962782733
e 28 55 105.717809528
e 28 56 32.8759855348
e 28 57 43.6597696125
e 28 58 52.5257657688
e 28 59 154.309758141
e 28 60 279.47407956
e 28 61 213.729320737
e 28 62 133.723645553
e 28 63 11.9790933042
e 28 64 129.989155317
e 28 65 155.109859087
e 28 66 82.016396751
e 28 67 125.461507829
e 28 68 52.8726655125
e 28 69 102.754705637
e 28 70 215.359085117
e 28 71 294.388037165
e 28 72 177.651334817
e 28 73 110.11990723
e 28 74 287.695358072
e 28 75 138.453039406
e 28 76 291.137791068
e 28 77 146.104679426
e 28 78 154.55268669
e 28 79 29.1713322386
e 28 80 6.48109437587
e 28 81 125.602951294
e 28 82 212.589017249
e 28 83 218.552725658
e 28 84 193.899220569
e 28 85 17.8500528406
e 28 86 40.8081090853
e 28 87 283.918496553
e 28 88 107.066097237
e 28 89 268.185765652
e 28 90 36.9773406012
e 28 91 236.333579107
e 28 92 54.9836806898
e 28 93 183.340532706
e 28 94 112.877851547
e 28 95 118.743179603
e 28 96 119.694046961
e 28 97 174.632482839
e 28 98 272.176821205
e 28 99 187.492048205
e 28 100 4.16375960571
e 28 101 202.538172045
e 28 102 107.18205026
e 28 103 231.962575897
e 28 104 263.861142886
e 28 105 263.462846291
e 28 106 77.7528877458
e 28 107 247.414440369
e 28 108 203.826288462
e 28 109 242.621177995
e 28 110 280.537760749
e 28 111 121.256068241
e 28 112 26.4319364333
e 28 113 202.291719502
e 28 114 54.7218360368
e 28 115 136.514544035
e 28 116 107.171108445
e 28 117 235.915210808
e 28 118 197.655649984
e 28 119 280.230299728
e 28 120 277.421055267
e 28 121 173.631232719
e 28 122 193.425022534
e 28 123 289.448666044
e 28 124 45.5418906676
e 28 125 56.0872808827
e 28 126 38.5978168862
e 28 127 135.667424471
e 28 128 280.017226485
e 28 129 219.727101001
e 28 130 8.98840417132
e 28 131 153.450902716
e 28 132 295.874764108
e 28 133 48.4820754819
e 28 134 100.780938281
e 28 135 224.541568461
e 28 136 226.070320606
e 28 137 295.275035199
e 28 138 274.800049078
e 28 139 182.208369602
e 28 140 127.188292827
e 28 141 269.489193259
e 28 142 299.374368744
e 28 143 208.269546569
e 28 144 154.521481879
e 28 145 253.399099648
e 28 146 95.7397543493
e 28 147 38.7772139865
e 28 148 21.9727605861
e 28 149 248.491805774
e 29 30 94.7260569395
e 29 31 210.574490774
e 29 32 7.19858436465
e 29 33 139.134191807
e 29 34 200.331405506
e 29 35 257.923669637
e 29 36 234.496796467
e 29 37 164.149049436
e 29 38 108.303495621
e 29 39 40.9311753551
e 29 40 129.252402798
e 29 41 183.347048719
e 29 42 115.681331383
e 29 43 34.5505360259
e 29 44 196.968150451
e 29 45 108.785113824
e 29 46 107.730532182
e 29 47 78.2477799091
e 29 48 219.252350973
e 29 49 7.97900495963
e 29 50 59.5591271053
e 29 51 191.118550525
e 29 52 6.12819807683
e 29 53 90.3059453288
e 29 54 6.51743469659
e 29 55 18.1760842712
e 29 56 185.899597761
e 29 57 2.30918694311
e 29 58 238.357953775
e 29 59 288.493726079
e 29 60 233.0198015
e 29 61 106.445115118
e 29 62 16.9464681523
e 29 63 49.1868945684
e 29 64 143.491811644
e 29 65 57.9298024806
e 29 66 261.24904821
e 29 67 229.036875037
e 29 68 285.282523494
e 29 69 299.43606474
e 29 70 171.632653642
e 29 71 293.555427946
e 29 72 15.4510074882
e 29 73 218.676694907
e 29 74 292.464465729
e 29 75 215.930751259
e 29 76 78.6834677366
e 29 77 39.1472452153
e 29 78 248.389428581
e 29 79 104.674574594
e 29 80 276.440344444
e 29 81 253.364662892
e 29 82 44.0095294143
e 29 83 47.7117999892
e 29 84 62.2373417866
e 29 85 118.581935947
e 29 86 201.76877081
e 29 87 243.386532574
e 29 88 189.91446307
e 29 89 179.885234205
e 29 90 104.878355113
e 29 91 123.967141153
e 29 92 122.229545789
e 29 93 65.8763089526
e 29 94 113.525891498
e 29 95 205.418885941
e 29 96 55.1525632384
e 29 97 157.106037722
e 29 98 115.674958969
e 29 99 124.042745074
e 29 100 95.8746421801
e 29 101 29.6688765215
e 29 102 54.0510062462
e 29 103 159.234474813
e 29 104 288.094841538
e 29 105 123.623157367
e 29 106 33.5406497299
e 29 107 237.581436346
e 29 108 215.533194207
e 29 109 202.381445128
e 29 110 241.857241006
e 29 111 180.968300505
e 29 112 85.3200587305
e 29 113 83.6764070265
e 29 114 116.073521294
e 29 115 153.763340436
e 29 116 223.264715103
e 29 117 174.323052197
e 29 118 109.981962336
e 29 119 171.697074649
e 29 120 298.057799834
e 29 121 214.701889168
e 29 122 53.1752785114
e 29 123 215.015522196
e 29 124 97.314500322
e 29 125 0.0373805951026
e 29 126 191.530423147
e 29 127 147.24260502
e 29 128 19.3676500964
e 29 129 219.597084064
e 29 130 106.095499997
e 29 131 135.192312072
e 29 132 236.263626454
e 29 133 293.607273936
e 29 134 106.144850496
e 29 135 3.46238598543
e 29 136 248.246164327
e 29 137 197.456938162
e 29 138 239.074203655
e 29 139 52.3250667552
e 29 140 159.711149063
e 29 141 128.194735511
e 29 142 227.980233786
e 29 143 111.963568643
e 29 144 141.517871238
e 29 145 146.669318411
e 29 146 288.891068147
e 29 147 105.865187213
e 29 148 214.795502867
e 29 149 231.079817003
e 30 31 99.4559369555
e 30 32 49.8709583952
e 30 33 215.600685238
e 30 34 238.599920507
e 30 35 236.349173828
e 30 36 3.66724346861
e 30 37 190.515012908
e 30 38 174.4392046
e 30 39 136.469758811
e 30 40 137.765295771
e 30 41 36.7724358792
e 30 42 121.288021312
e 30 43 34.1085759144
e 30 44 197.453593153
e 30 45 261.496234802
e 30 46 271.926908574
e 30 47 66.0470757562
e 30 48 35.9020438564
e 30 49 243.558062162
e 30 50 251.042232641
e 30 51 177.58654994
e 30 52 93.6263617351
e 30 53 111.313777315
e 30 54 28.1754659018
e 30 55 148.501294589
e 30 56 165.289415775
e 30 57 83.7800502014
e 30 58 65.3453658648
e 30 59 267.783209609
e 30 60 77.3673236845
e 30 61 234.559845843
e 30 62 69.8848890866
e 30 63 12.3651122809
e 30 64 184.892647785
e 30 65 291.84162844
e 30 66 262.483574038
e 30 67 5.13687701644
e 30 68 232.056047624
e 30 69 11.4718530124
e 30 70 62.4974723973
e 30 71 220.467649335
e 30 72 44.5468323392
e 30 73 106.929790689
e 30 74 197.688554519
e 30 75 274.485727089
e 30 76 46.1875571097
e 30 77 180.141823016
e 30 78 232.806673341
e 30 79 69.9769810354
e 30 80 12.1715656211
e 30 81 242.850140704
e 30 82 97.911135817
e 30 83 172.202699288
e 30 84 154.765658034
e 30 85 185.391855739
e 30 86 259.221820782
e 30 87 209.527175698
e 30 88 106.976064501
e 30 89 185.978822264
e 30 90 166.894556105
e 30 91 65.1673386576
e 30 92 62.6789256334
e 30 93 62.7104329028
e 30 94 145.199289681
e 30 95 274.38604174
e 30 96 240.869985606
e 30 97 4.96998626492
e 30 98 227.285923919
e 30 99 84.4427024943
e 30 100 244.496745241
e 30 101 184.832418258
e 30 102 2.54664233128
e 30 103 68.177756259
e 30 104 219.240533314
e 30 105 19.4677592702
e 30 106 129.664376016
e 30 107 124.534976196
e 30 108 199.076234622
e 30 109 167.994528753
e 30 110 26.0374483724
e 30 111 155.55902689
e 30 112 136.427731598
e 30 113 50.6087039311
e 30 114 213.980744921
e 30 115 92.5914771048
e 30 116 149.012153556
e 30 117 40.315709723
e 30 118 272.163212351
e 30 119 141.619980053
e 30 120 25.5130335113
e 30 121 282.260456717
e 30 122 61.1836179683
e 30 123 160.567782994
e 30 124 112.716481739
e 30 125 88.2609670559
e 30 126 80.8893814451
e 30 127 197.803162606
e 30 128 110.802522835
e 30 129 143.508703326
e 30 130 191.949563217
e 30 131 77.3166971675
e 30 132 41.2141783408
e 30 133 72.0655790134
e 30 134 75.5943014378
e 30 135 157.088948238
e 30 136 73.1394909616
e 30 137 241.546203649
e 30 138 36.3104584681
e 30 139 199.243557763
e 30 140 153.106305939
e 30 141 259.790740876
e 30 142 43.3700249332
e 30 143 244.378291562
e 30 144 48.9502267604
e 30 145 76.3350281041
e 30 146 209.601239083
e 30 147 164.98259964
e 30 148 209.902974285
e 30 149 212.987831079
e 31 32 285.524233189
e 31 33 152.419504906
e 31 34 284.703215755
e 31 35 31.6366709441
e 31 36 226.858959366
e 31 37 0.0961510466584
e 31 38 91.6670899657
e 31 39 249.787864508
e 31 40 210.17551372
e 31 41 137.156916882
e 31 42 195.190212375
e 31 43 268.044098771
e 31 44 6.60216296785
e 31 45 132.859379203
e 31 46 9.46118998504
e 31 47 148.84680686
e 31 48 126.479040572
e 31 49 16.3731443353
e 31 50 264.607993456
e 31 51 47.0442330005
e 31 52 32.0049446239
e 31 53 119.408253705
e 31 54 249.565140473
e 31 55 189.044900222
e 31 56 264.015991043
e 31 57 12.6867052414
e 31 58 120.717472058
e 31 59 96.9587823336
e 31 60 199.578191906
e 31 61 29.7559799743
e 31 62 259.420280569
e 31 63 220.418865857
e 31 64 152.995566615
e 31 65 247.296091302
e 31 66 104.421987613
e 31 67 27.3393806104
e 31 68 209.193190357
e 31 69 225.900076584
e 31 70 50.3967970007
e 31 71 32.1944035441
e 31 72 52.8045563828
e 31 73 81.4910116628
e 31 74 20.2167081161
e 31 75 69.3833538284
e 31 76 30.9852562208
e 31 77 262.229437576
e 31 78 34.7935961873
e 31 79 249.398609544
e 31 80 139.093209365
e 31 81 160.228258451
e 31 82 281.411451276
e 31 83 45.9216533446
e 31 84 297.890034932
e 31 85 66.0441222846
e 31 86 83.4324865981
e 31 87 120.554117623
e 31 88 190.434343742
e 31 89 54.1680768351
e 31 90 65.7370757464
e 31 91 223.098977142
e 31 92 160.292821677
e 31 93 57.3670163067
e 31 94 65.4621492354
e 31 95 233.903492291
e 31 96 261.671165967
e 31 97 285.524264422
e 31 98 216.222919748
e 31 99 21.7304329375
e 31 100 121.288153076
e 31 101 234.637843232
e 31 102 227.763733304
e 31 103 21.49477859
e 31 104 77.490244708
e 31 105 86.4014781309
e 31 106 162.157801795
e 31 107 6.33663233083
e 31 108 296.884215163
e 31 109 261.775140327
e 31 110 88.5012085387
e 31 111 243.889761426
e 31 112 43.1843594809
e 31 113 279.547102639
e 31 114 190.103812224
e 31 115 218.160736269
e 31 116 180.616409703
e 31 117 115.387339252
e 31 118 228.813355951
e 31 119 242.439637089
e 31 120 237.334055041
e 31 121 275.347445618
e 31 122 269.015551763
e 31 123 50.4977529019
e 31 124 64.5677290171
e 31 125 100.083785627
e 31 126 157.907739666
e 31 127 54.0620107967
e 31 128 228.814050197
e 31 129 152.126084212
e 31 130 281.974020871
e 31 131 250.362084174
